GlobalID,Score,x,y,r,x_min,y_min,x_max,y_max,x_shape,y_shape,frameID,time,condition,outlier
9245,0.999999999999994,938,3616,65,873,3551,1003,3681,130,130,3,4,HFE7500_K562_300_150_region15,False
9246,0.999999999999994,6895,3616,65,6830,3551,6960,3681,130,130,3,4,HFE7500_K562_300_150_region15,False
9247,0.999999999999994,7028,3620,65,6963,3555,7093,3685,130,130,3,4,HFE7500_K562_300_150_region15,False
9248,0.999999999999994,7161,3620,65,7096,3555,7226,3685,130,130,3,4,HFE7500_K562_300_150_region15,True
9249,0.999999999999994,805,3622,65,740,3557,870,3687,130,130,3,4,HFE7500_K562_300_150_region15,False
9250,0.999999999999994,7295,3623,65,7230,3558,7360,3688,130,130,3,4,HFE7500_K562_300_150_region15,True
9251,0.999999999999994,7430,3624,65,7365,3559,7495,3689,130,130,3,4,HFE7500_K562_300_150_region15,False
9252,0.7446808510638275,6768,3626,65,6703,3561,6833,3691,130,130,3,4,HFE7500_K562_300_150_region15,False
9253,0.999999999999994,541,3628,65,476,3563,606,3693,130,130,3,4,HFE7500_K562_300_150_region15,False
9254,0.999999999999994,673,3628,65,608,3563,738,3693,130,130,3,4,HFE7500_K562_300_150_region15,False
9255,0.997340425531909,412,3629,65,347,3564,477,3694,130,130,3,4,HFE7500_K562_300_150_region15,False
9256,0.999999999999994,1661,3700,65,1596,3635,1726,3765,130,130,3,4,HFE7500_K562_300_150_region15,False
9257,0.999999999999994,1528,3701,65,1463,3636,1593,3766,130,130,3,4,HFE7500_K562_300_150_region15,False
9258,0.999999999999994,1793,3702,65,1728,3637,1858,3767,130,130,3,4,HFE7500_K562_300_150_region15,False
9259,0.999999999999994,1398,3703,65,1333,3638,1463,3768,130,130,3,4,HFE7500_K562_300_150_region15,False
9260,0.999999999999994,2586,3703,65,2521,3638,2651,3768,130,130,3,4,HFE7500_K562_300_150_region15,False
9261,0.999999999999994,1926,3704,65,1861,3639,1991,3769,130,130,3,4,HFE7500_K562_300_150_region15,False
9262,0.999999999999994,2455,3704,65,2390,3639,2520,3769,130,130,3,4,HFE7500_K562_300_150_region15,False
9263,0.999999999999994,2058,3705,65,1993,3640,2123,3770,130,130,3,4,HFE7500_K562_300_150_region15,False
9264,0.999999999999994,2192,3706,65,2127,3641,2257,3771,130,130,3,4,HFE7500_K562_300_150_region15,False
9265,0.999999999999994,3114,3706,65,3049,3641,3179,3771,130,130,3,4,HFE7500_K562_300_150_region15,False
9266,0.999999999999994,1265,3707,65,1200,3642,1330,3772,130,130,3,4,HFE7500_K562_300_150_region15,False
9267,0.999999999999994,2981,3707,65,2916,3642,3046,3772,130,130,3,4,HFE7500_K562_300_150_region15,False
9268,0.999999999999994,3248,3707,65,3183,3642,3313,3772,130,130,3,4,HFE7500_K562_300_150_region15,False
9269,0.999999999999994,3381,3707,65,3316,3642,3446,3772,130,130,3,4,HFE7500_K562_300_150_region15,False
9270,0.999999999999994,2325,3709,65,2260,3644,2390,3774,130,130,3,4,HFE7500_K562_300_150_region15,False
9271,0.999999999999994,3513,3709,65,3448,3644,3578,3774,130,130,3,4,HFE7500_K562_300_150_region15,False
9272,0.999999999999994,3646,3709,65,3581,3644,3711,3774,130,130,3,4,HFE7500_K562_300_150_region15,False
9273,0.9388297872340376,4441,3709,65,4376,3644,4506,3774,130,130,3,4,HFE7500_K562_300_150_region15,False
9274,0.999999999999994,3780,3710,65,3715,3645,3845,3775,130,130,3,4,HFE7500_K562_300_150_region15,False
9275,0.999999999999994,3912,3710,65,3847,3645,3977,3775,130,130,3,4,HFE7500_K562_300_150_region15,False
9276,0.999999999999994,4046,3710,65,3981,3645,4111,3775,130,130,3,4,HFE7500_K562_300_150_region15,False
9277,0.999999999999994,4179,3710,65,4114,3645,4244,3775,130,130,3,4,HFE7500_K562_300_150_region15,False
9278,0.999999999999994,4571,3710,65,4506,3645,4636,3775,130,130,3,4,HFE7500_K562_300_150_region15,False
9279,0.999999999999994,4704,3710,65,4639,3645,4769,3775,130,130,3,4,HFE7500_K562_300_150_region15,False
9280,0.999999999999994,4312,3711,65,4247,3646,4377,3776,130,130,3,4,HFE7500_K562_300_150_region15,False
9281,0.999999999999994,4837,3711,65,4772,3646,4902,3776,130,130,3,4,HFE7500_K562_300_150_region15,False
9282,0.999999999999994,4970,3712,65,4905,3647,5035,3777,130,130,3,4,HFE7500_K562_300_150_region15,False
9283,0.999999999999994,197,3713,65,132,3648,262,3778,130,130,3,4,HFE7500_K562_300_150_region15,False
9284,0.999999999999994,5103,3713,65,5038,3648,5168,3778,130,130,3,4,HFE7500_K562_300_150_region15,False
9285,0.999999999999994,5236,3714,65,5171,3649,5301,3779,130,130,3,4,HFE7500_K562_300_150_region15,False
9286,0.999999999999994,1132,3715,65,1067,3650,1197,3780,130,130,3,4,HFE7500_K562_300_150_region15,False
9287,0.999999999999994,5369,3716,65,5304,3651,5434,3781,130,130,3,4,HFE7500_K562_300_150_region15,False
9288,0.999999999999994,5506,3716,65,5441,3651,5571,3781,130,130,3,4,HFE7500_K562_300_150_region15,False
9289,0.999999999999994,5902,3717,65,5837,3652,5967,3782,130,130,3,4,HFE7500_K562_300_150_region15,False
9290,0.999999999999994,6296,3717,65,6231,3652,6361,3782,130,130,3,4,HFE7500_K562_300_150_region15,False
9291,0.999999999999994,5637,3718,65,5572,3653,5702,3783,130,130,3,4,HFE7500_K562_300_150_region15,True
9292,0.999999999999994,5767,3718,65,5702,3653,5832,3783,130,130,3,4,HFE7500_K562_300_150_region15,True
9293,0.999999999999994,6036,3718,65,5971,3653,6101,3783,130,130,3,4,HFE7500_K562_300_150_region15,False
9294,0.999999999999994,6166,3719,65,6101,3654,6231,3784,130,130,3,4,HFE7500_K562_300_150_region15,False
9295,0.999999999999994,6434,3719,65,6369,3654,6499,3784,130,130,3,4,HFE7500_K562_300_150_region15,False
9296,0.999999999999994,6567,3721,65,6502,3656,6632,3786,130,130,3,4,HFE7500_K562_300_150_region15,False
9297,0.999999999999994,6823,3725,65,6758,3660,6888,3790,130,130,3,4,HFE7500_K562_300_150_region15,False
9298,0.9627659574468032,6695,3728,65,6630,3663,6760,3793,130,130,3,4,HFE7500_K562_300_150_region15,False
9299,0.917553191489357,6961,3729,65,6896,3664,7026,3794,130,130,3,4,HFE7500_K562_300_150_region15,False
9300,0.999999999999994,7095,3733,65,7030,3668,7160,3798,130,130,3,4,HFE7500_K562_300_150_region15,True
9301,0.999999999999994,1001,3734,65,936,3669,1066,3799,130,130,3,4,HFE7500_K562_300_150_region15,False
9302,0.999999999999994,7227,3737,65,7162,3672,7292,3802,130,130,3,4,HFE7500_K562_300_150_region15,False
9303,0.999999999999994,343,3738,65,278,3673,408,3803,130,130,3,4,HFE7500_K562_300_150_region15,False
9304,0.999999999999994,869,3739,65,804,3674,934,3804,130,130,3,4,HFE7500_K562_300_150_region15,False
9305,0.999999999999994,7362,3739,65,7297,3674,7427,3804,130,130,3,4,HFE7500_K562_300_150_region15,False
9306,0.999999999999994,7495,3741,65,7430,3676,7560,3806,130,130,3,4,HFE7500_K562_300_150_region15,False
9307,0.999999999999994,473,3743,65,408,3678,538,3808,130,130,3,4,HFE7500_K562_300_150_region15,False
9308,0.999999999999994,606,3744,65,541,3679,671,3809,130,130,3,4,HFE7500_K562_300_150_region15,False
9309,0.999999999999994,738,3746,65,673,3681,803,3811,130,130,3,4,HFE7500_K562_300_150_region15,False
9310,0.999999999999994,1595,3813,65,1530,3748,1660,3878,130,130,3,4,HFE7500_K562_300_150_region15,False
9311,0.999999999999994,2660,3814,65,2595,3749,2725,3879,130,130,3,4,HFE7500_K562_300_150_region15,False
9312,0.999999999999994,1726,3816,65,1661,3751,1791,3881,130,130,3,4,HFE7500_K562_300_150_region15,False
9313,0.999999999999994,2519,3817,65,2454,3752,2584,3882,130,130,3,4,HFE7500_K562_300_150_region15,False
9314,0.999999999999994,1465,3818,65,1400,3753,1530,3883,130,130,3,4,HFE7500_K562_300_150_region15,False
9315,0.999999999999994,1858,3818,65,1793,3753,1923,3883,130,130,3,4,HFE7500_K562_300_150_region15,False
9316,0.999999999999994,1990,3821,65,1925,3756,2055,3886,130,130,3,4,HFE7500_K562_300_150_region15,False
9317,0.999999999999994,2916,3822,65,2851,3757,2981,3887,130,130,3,4,HFE7500_K562_300_150_region15,False
9318,0.999999999999994,3182,3822,65,3117,3757,3247,3887,130,130,3,4,HFE7500_K562_300_150_region15,False
9319,0.999999999999994,1333,3823,65,1268,3758,1398,3888,130,130,3,4,HFE7500_K562_300_150_region15,False
9320,0.999999999999994,2123,3823,65,2058,3758,2188,3888,130,130,3,4,HFE7500_K562_300_150_region15,False
9321,0.999999999999994,3048,3823,65,2983,3758,3113,3888,130,130,3,4,HFE7500_K562_300_150_region15,False
9322,0.999999999999994,3316,3823,65,3251,3758,3381,3888,130,130,3,4,HFE7500_K562_300_150_region15,False
9323,0.999999999999994,3448,3823,65,3383,3758,3513,3888,130,130,3,4,HFE7500_K562_300_150_region15,False
9324,0.999999999999994,3580,3823,65,3515,3758,3645,3888,130,130,3,4,HFE7500_K562_300_150_region15,False
9325,0.999999999999994,3713,3823,65,3648,3758,3778,3888,130,130,3,4,HFE7500_K562_300_150_region15,False
9326,0.999999999999994,3846,3823,65,3781,3758,3911,3888,130,130,3,4,HFE7500_K562_300_150_region15,False
9327,0.999999999999994,3978,3824,65,3913,3759,4043,3889,130,130,3,4,HFE7500_K562_300_150_region15,False
9328,0.999999999999994,4502,3824,65,4437,3759,4567,3889,130,130,3,4,HFE7500_K562_300_150_region15,False
9329,0.999999999999994,2257,3825,65,2192,3760,2322,3890,130,130,3,4,HFE7500_K562_300_150_region15,False
9330,0.999999999999994,2390,3826,65,2325,3761,2455,3891,130,130,3,4,HFE7500_K562_300_150_region15,False
9331,0.999999999999994,4112,3826,65,4047,3761,4177,3891,130,130,3,4,HFE7500_K562_300_150_region15,True
9332,0.999999999999994,4245,3826,65,4180,3761,4310,3891,130,130,3,4,HFE7500_K562_300_150_region15,False
9333,0.999999999999994,4636,3826,65,4571,3761,4701,3891,130,130,3,4,HFE7500_K562_300_150_region15,False
9334,0.999999999999994,4770,3826,65,4705,3761,4835,3891,130,130,3,4,HFE7500_K562_300_150_region15,False
9335,0.999999999999994,5035,3826,65,4970,3761,5100,3891,130,130,3,4,HFE7500_K562_300_150_region15,False
9336,0.999999999999994,4903,3827,65,4838,3762,4968,3892,130,130,3,4,HFE7500_K562_300_150_region15,False
9337,0.999999999999994,5168,3828,65,5103,3763,5233,3893,130,130,3,4,HFE7500_K562_300_150_region15,False
9338,0.999999999999994,5301,3828,65,5236,3763,5366,3893,130,130,3,4,HFE7500_K562_300_150_region15,False
9339,0.999999999999994,1201,3829,65,1136,3764,1266,3894,130,130,3,4,HFE7500_K562_300_150_region15,False
9340,0.999999999999994,5434,3829,65,5369,3764,5499,3894,130,130,3,4,HFE7500_K562_300_150_region15,False
9341,0.999999999999994,5567,3830,65,5502,3765,5632,3895,130,130,3,4,HFE7500_K562_300_150_region15,False
9342,0.999999999999994,5834,3830,65,5769,3765,5899,3895,130,130,3,4,HFE7500_K562_300_150_region15,False
9343,0.999999999999994,5701,3831,65,5636,3766,5766,3896,130,130,3,4,HFE7500_K562_300_150_region15,True
9344,0.999999999999994,5967,3832,65,5902,3767,6032,3897,130,130,3,4,HFE7500_K562_300_150_region15,False
9345,0.999999999999994,6100,3832,65,6035,3767,6165,3897,130,130,3,4,HFE7500_K562_300_150_region15,False
9346,0.999999999999994,6364,3832,65,6299,3767,6429,3897,130,130,3,4,HFE7500_K562_300_150_region15,False
9347,0.999999999999994,148,3833,65,83,3768,213,3898,130,130,3,4,HFE7500_K562_300_150_region15,False
9348,0.999999999999994,6230,3833,65,6165,3768,6295,3898,130,130,3,4,HFE7500_K562_300_150_region15,True
9349,0.999999999999994,6497,3835,65,6432,3770,6562,3900,130,130,3,4,HFE7500_K562_300_150_region15,False
9350,0.8297872340425497,4374,3836,65,4309,3771,4439,3901,130,130,3,4,HFE7500_K562_300_150_region15,False
9351,0.999999999999994,6629,3839,65,6564,3774,6694,3904,130,130,3,4,HFE7500_K562_300_150_region15,True
9352,0.999999999999994,6894,3839,65,6829,3774,6959,3904,130,130,3,4,HFE7500_K562_300_150_region15,True
9353,0.999999999999994,6761,3843,65,6696,3778,6826,3908,130,130,3,4,HFE7500_K562_300_150_region15,True
9354,0.999999999999994,7027,3845,65,6962,3780,7092,3910,130,130,3,4,HFE7500_K562_300_150_region15,True
9355,0.999999999999994,1071,3848,65,1006,3783,1136,3913,130,130,3,4,HFE7500_K562_300_150_region15,False
9356,0.999999999999994,278,3852,65,213,3787,343,3917,130,130,3,4,HFE7500_K562_300_150_region15,False
9357,0.999999999999994,7159,3852,65,7094,3787,7224,3917,130,130,3,4,HFE7500_K562_300_150_region15,True
9358,0.7606382978723379,667,3853,65,602,3788,732,3918,130,130,3,4,HFE7500_K562_300_150_region15,False
9359,0.999999999999994,938,3853,65,873,3788,1003,3918,130,130,3,4,HFE7500_K562_300_150_region15,False
9360,0.999999999999994,7294,3853,65,7229,3788,7359,3918,130,130,3,4,HFE7500_K562_300_150_region15,True
9361,0.999999999999994,7427,3853,65,7362,3788,7492,3918,130,130,3,4,HFE7500_K562_300_150_region15,False
9362,0.9787234042553136,409,3857,65,344,3792,474,3922,130,130,3,4,HFE7500_K562_300_150_region15,False
9363,0.999999999999994,538,3857,65,473,3792,603,3922,130,130,3,4,HFE7500_K562_300_150_region15,False
9364,0.999999999999994,805,3863,65,740,3798,870,3928,130,130,3,4,HFE7500_K562_300_150_region15,False
9365,0.999999999999994,1655,3929,65,1590,3864,1720,3994,130,130,3,4,HFE7500_K562_300_150_region15,False
9366,0.999999999999994,1789,3932,65,1724,3867,1854,3997,130,130,3,4,HFE7500_K562_300_150_region15,False
9367,0.999999999999994,2846,3934,65,2781,3869,2911,3999,130,130,3,4,HFE7500_K562_300_150_region15,False
9368,0.999999999999994,1922,3935,65,1857,3870,1987,4000,130,130,3,4,HFE7500_K562_300_150_region15,False
9369,0.999999999999994,2576,3935,65,2511,3870,2641,4000,130,130,3,4,HFE7500_K562_300_150_region15,False
9370,0.999999999999994,2714,3935,65,2649,3870,2779,4000,130,130,3,4,HFE7500_K562_300_150_region15,False
9371,0.999999999999994,1405,3937,65,1340,3872,1470,4002,130,130,3,4,HFE7500_K562_300_150_region15,False
9372,0.8829787234042511,2989,3937,65,2924,3872,3054,4002,130,130,3,4,HFE7500_K562_300_150_region15,False
9373,0.999999999999994,3115,3937,65,3050,3872,3180,4002,130,130,3,4,HFE7500_K562_300_150_region15,False
9374,0.999999999999994,3248,3937,65,3183,3872,3313,4002,130,130,3,4,HFE7500_K562_300_150_region15,False
9375,0.999999999999994,3646,3937,65,3581,3872,3711,4002,130,130,3,4,HFE7500_K562_300_150_region15,False
9376,0.999999999999994,3778,3937,65,3713,3872,3843,4002,130,130,3,4,HFE7500_K562_300_150_region15,False
9377,0.999999999999994,3381,3938,65,3316,3873,3446,4003,130,130,3,4,HFE7500_K562_300_150_region15,False
9378,0.999999999999994,3514,3938,65,3449,3873,3579,4003,130,130,3,4,HFE7500_K562_300_150_region15,False
9379,0.999999999999994,2055,3939,65,1990,3874,2120,4004,130,130,3,4,HFE7500_K562_300_150_region15,False
9380,0.999999999999994,3911,3939,65,3846,3874,3976,4004,130,130,3,4,HFE7500_K562_300_150_region15,False
9381,0.999999999999994,2189,3940,65,2124,3875,2254,4005,130,130,3,4,HFE7500_K562_300_150_region15,False
9382,0.999999999999994,4044,3940,65,3979,3875,4109,4005,130,130,3,4,HFE7500_K562_300_150_region15,True
9383,0.9787234042553136,4172,3940,65,4107,3875,4237,4005,130,130,3,4,HFE7500_K562_300_150_region15,True
9384,0.999999999999994,1272,3941,65,1207,3876,1337,4006,130,130,3,4,HFE7500_K562_300_150_region15,False
9385,0.999999999999994,2322,3941,65,2257,3876,2387,4006,130,130,3,4,HFE7500_K562_300_150_region15,False
9386,0.999999999999994,4439,3941,65,4374,3876,4504,4006,130,130,3,4,HFE7500_K562_300_150_region15,False
9387,0.999999999999994,4308,3942,65,4243,3877,4373,4007,130,130,3,4,HFE7500_K562_300_150_region15,False
9388,0.999999999999994,4571,3942,65,4506,3877,4636,4007,130,130,3,4,HFE7500_K562_300_150_region15,False
9389,0.999999999999994,4703,3942,65,4638,3877,4768,4007,130,130,3,4,HFE7500_K562_300_150_region15,False
9390,0.999999999999994,4836,3942,65,4771,3877,4901,4007,130,130,3,4,HFE7500_K562_300_150_region15,False
9391,0.999999999999994,4968,3942,65,4903,3877,5033,4007,130,130,3,4,HFE7500_K562_300_150_region15,False
9392,0.999999999999994,5101,3943,65,5036,3878,5166,4008,130,130,3,4,HFE7500_K562_300_150_region15,False
9393,0.999999999999994,5367,3943,65,5302,3878,5432,4008,130,130,3,4,HFE7500_K562_300_150_region15,False
9394,0.999999999999994,5500,3943,65,5435,3878,5565,4008,130,130,3,4,HFE7500_K562_300_150_region15,False
9395,0.999999999999994,5233,3944,65,5168,3879,5298,4009,130,130,3,4,HFE7500_K562_300_150_region15,False
9396,0.999999999999994,5633,3944,65,5568,3879,5698,4009,130,130,3,4,HFE7500_K562_300_150_region15,False
9397,0.999999999999994,5767,3946,65,5702,3881,5832,4011,130,130,3,4,HFE7500_K562_300_150_region15,False
9398,0.999999999999994,5900,3946,65,5835,3881,5965,4011,130,130,3,4,HFE7500_K562_300_150_region15,False
9399,0.999999999999994,6165,3946,65,6100,3881,6230,4011,130,130,3,4,HFE7500_K562_300_150_region15,False
9400,0.999999999999994,6297,3946,65,6232,3881,6362,4011,130,130,3,4,HFE7500_K562_300_150_region15,True
9401,0.999999999999994,6033,3947,65,5968,3882,6098,4012,130,130,3,4,HFE7500_K562_300_150_region15,False
9402,0.84042553191489,2450,3949,65,2385,3884,2515,4014,130,130,3,4,HFE7500_K562_300_150_region15,False
9403,0.999999999999994,6429,3949,65,6364,3884,6494,4014,130,130,3,4,HFE7500_K562_300_150_region15,False
9404,0.999999999999994,6562,3955,65,6497,3890,6627,4020,130,130,3,4,HFE7500_K562_300_150_region15,True
9405,0.999999999999994,6694,3958,65,6629,3893,6759,4023,130,130,3,4,HFE7500_K562_300_150_region15,True
9406,0.999999999999994,6827,3958,65,6762,3893,6892,4023,130,130,3,4,HFE7500_K562_300_150_region15,True
9407,0.999999999999994,6960,3960,65,6895,3895,7025,4025,130,130,3,4,HFE7500_K562_300_150_region15,True
9408,0.999999999999994,1009,3966,65,944,3901,1074,4031,130,130,3,4,HFE7500_K562_300_150_region15,False
9409,0.999999999999994,7093,3966,65,7028,3901,7158,4031,130,130,3,4,HFE7500_K562_300_150_region15,True
9410,0.8058510638297841,734,3967,65,669,3902,799,4032,130,130,3,4,HFE7500_K562_300_150_region15,False
9411,0.999999999999994,609,3968,65,544,3903,674,4033,130,130,3,4,HFE7500_K562_300_150_region15,False
9412,0.999999999999994,7226,3968,65,7161,3903,7291,4033,130,130,3,4,HFE7500_K562_300_150_region15,True
9413,0.999999999999994,7358,3968,65,7293,3903,7423,4033,130,130,3,4,HFE7500_K562_300_150_region15,True
9414,0.999999999999994,7490,3968,65,7425,3903,7555,4033,130,130,3,4,HFE7500_K562_300_150_region15,False
9415,0.999999999999994,343,3969,65,278,3904,408,4034,130,130,3,4,HFE7500_K562_300_150_region15,False
9416,0.997340425531909,879,3969,65,814,3904,944,4034,130,130,3,4,HFE7500_K562_300_150_region15,False
9417,0.999999999999994,1142,3970,65,1077,3905,1207,4035,130,130,3,4,HFE7500_K562_300_150_region15,False
9418,0.999999999999994,211,3971,65,146,3906,276,4036,130,130,3,4,HFE7500_K562_300_150_region15,False
9419,0.999999999999994,476,3972,65,411,3907,541,4037,130,130,3,4,HFE7500_K562_300_150_region15,False
9420,0.999999999999994,1718,4044,65,1653,3979,1783,4109,130,130,3,4,HFE7500_K562_300_150_region15,False
9421,0.999999999999994,2645,4047,65,2580,3982,2710,4112,130,130,3,4,HFE7500_K562_300_150_region15,False
9422,0.999999999999994,2780,4047,65,2715,3982,2845,4112,130,130,3,4,HFE7500_K562_300_150_region15,False
9423,0.999999999999994,2914,4047,65,2849,3982,2979,4112,130,130,3,4,HFE7500_K562_300_150_region15,False
9424,0.999999999999994,1852,4048,65,1787,3983,1917,4113,130,130,3,4,HFE7500_K562_300_150_region15,False
9425,0.999999999999994,2516,4050,65,2451,3985,2581,4115,130,130,3,4,HFE7500_K562_300_150_region15,False
9426,0.999999999999994,3046,4050,65,2981,3985,3111,4115,130,130,3,4,HFE7500_K562_300_150_region15,False
9427,0.999999999999994,1986,4051,65,1921,3986,2051,4116,130,130,3,4,HFE7500_K562_300_150_region15,False
9428,0.999999999999994,3179,4052,65,3114,3987,3244,4117,130,130,3,4,HFE7500_K562_300_150_region15,False
9429,0.999999999999994,3710,4052,65,3645,3987,3775,4117,130,130,3,4,HFE7500_K562_300_150_region15,False
9430,0.999999999999994,3312,4053,65,3247,3988,3377,4118,130,130,3,4,HFE7500_K562_300_150_region15,False
9431,0.999999999999994,3446,4053,65,3381,3988,3511,4118,130,130,3,4,HFE7500_K562_300_150_region15,False
9432,0.999999999999994,3578,4053,65,3513,3988,3643,4118,130,130,3,4,HFE7500_K562_300_150_region15,False
9433,0.999999999999994,2121,4054,65,2056,3989,2186,4119,130,130,3,4,HFE7500_K562_300_150_region15,False
9434,0.999999999999994,3843,4054,65,3778,3989,3908,4119,130,130,3,4,HFE7500_K562_300_150_region15,False
9435,0.999999999999994,3976,4054,65,3911,3989,4041,4119,130,130,3,4,HFE7500_K562_300_150_region15,False
9436,0.999999999999994,2254,4055,65,2189,3990,2319,4120,130,130,3,4,HFE7500_K562_300_150_region15,False
9437,0.999999999999994,4108,4055,65,4043,3990,4173,4120,130,130,3,4,HFE7500_K562_300_150_region15,False
9438,0.9734042553191434,4244,4056,65,4179,3991,4309,4121,130,130,3,4,HFE7500_K562_300_150_region15,False
9439,0.999999999999994,4373,4056,65,4308,3991,4438,4121,130,130,3,4,HFE7500_K562_300_150_region15,False
9440,0.999999999999994,4505,4057,65,4440,3992,4570,4122,130,130,3,4,HFE7500_K562_300_150_region15,False
9441,0.999999999999994,4637,4057,65,4572,3992,4702,4122,130,130,3,4,HFE7500_K562_300_150_region15,False
9442,0.999999999999994,4770,4057,65,4705,3992,4835,4122,130,130,3,4,HFE7500_K562_300_150_region15,False
9443,0.999999999999994,5033,4057,65,4968,3992,5098,4122,130,130,3,4,HFE7500_K562_300_150_region15,False
9444,0.999999999999994,2387,4058,65,2322,3993,2452,4123,130,130,3,4,HFE7500_K562_300_150_region15,False
9445,0.999999999999994,5166,4059,65,5101,3994,5231,4124,130,130,3,4,HFE7500_K562_300_150_region15,False
9446,0.999999999999994,5299,4059,65,5234,3994,5364,4124,130,130,3,4,HFE7500_K562_300_150_region15,False
9447,0.999999999999994,5432,4059,65,5367,3994,5497,4124,130,130,3,4,HFE7500_K562_300_150_region15,False
9448,0.999999999999994,5566,4059,65,5501,3994,5631,4124,130,130,3,4,HFE7500_K562_300_150_region15,False
9449,0.999999999999994,4901,4060,65,4836,3995,4966,4125,130,130,3,4,HFE7500_K562_300_150_region15,True
9450,0.999999999999994,5700,4061,65,5635,3996,5765,4126,130,130,3,4,HFE7500_K562_300_150_region15,False
9451,0.999999999999994,5833,4061,65,5768,3996,5898,4126,130,130,3,4,HFE7500_K562_300_150_region15,False
9452,0.999999999999994,5966,4061,65,5901,3996,6031,4126,130,130,3,4,HFE7500_K562_300_150_region15,False
9453,0.999999999999994,6099,4061,65,6034,3996,6164,4126,130,130,3,4,HFE7500_K562_300_150_region15,False
9454,0.999999999999994,6232,4062,65,6167,3997,6297,4127,130,130,3,4,HFE7500_K562_300_150_region15,False
9455,0.999999999999994,6364,4063,65,6299,3998,6429,4128,130,130,3,4,HFE7500_K562_300_150_region15,False
9456,0.8829787234042511,6489,4065,65,6424,4000,6554,4130,130,130,3,4,HFE7500_K562_300_150_region15,True
9457,0.999999999999994,1398,4069,65,1333,4004,1463,4134,130,130,3,4,HFE7500_K562_300_150_region15,False
9458,0.999999999999994,1267,4071,65,1202,4006,1332,4136,130,130,3,4,HFE7500_K562_300_150_region15,False
9459,0.999999999999994,6627,4072,65,6562,4007,6692,4137,130,130,3,4,HFE7500_K562_300_150_region15,True
9460,0.999999999999994,6759,4073,65,6694,4008,6824,4138,130,130,3,4,HFE7500_K562_300_150_region15,True
9461,0.999999999999994,6892,4075,65,6827,4010,6957,4140,130,130,3,4,HFE7500_K562_300_150_region15,True
9462,0.999999999999994,811,4080,65,746,4015,876,4145,130,130,3,4,HFE7500_K562_300_150_region15,False
9463,0.999999999999994,7025,4081,65,6960,4016,7090,4146,130,130,3,4,HFE7500_K562_300_150_region15,True
9464,0.999999999999994,944,4082,65,879,4017,1009,4147,130,130,3,4,HFE7500_K562_300_150_region15,False
9465,0.999999999999994,678,4083,65,613,4018,743,4148,130,130,3,4,HFE7500_K562_300_150_region15,False
9466,0.999999999999994,7157,4083,65,7092,4018,7222,4148,130,130,3,4,HFE7500_K562_300_150_region15,True
9467,0.999999999999994,7424,4083,65,7359,4018,7489,4148,130,130,3,4,HFE7500_K562_300_150_region15,True
9468,0.999999999999994,7290,4084,65,7225,4019,7355,4149,130,130,3,4,HFE7500_K562_300_150_region15,True
9469,0.999999999999994,281,4085,65,216,4020,346,4150,130,130,3,4,HFE7500_K562_300_150_region15,False
9470,0.999999999999994,546,4086,65,481,4021,611,4151,130,130,3,4,HFE7500_K562_300_150_region15,False
9471,0.999999999999994,150,4088,65,85,4023,215,4153,130,130,3,4,HFE7500_K562_300_150_region15,False
9472,0.999999999999994,413,4089,65,348,4024,478,4154,130,130,3,4,HFE7500_K562_300_150_region15,False
9473,0.999999999999994,1097,4096,65,1032,4031,1162,4161,130,130,3,4,HFE7500_K562_300_150_region15,False
9474,0.999999999999994,1633,4147,65,1568,4082,1698,4212,130,130,3,4,HFE7500_K562_300_150_region15,False
9475,0.999999999999994,1500,4153,65,1435,4088,1565,4218,130,130,3,4,HFE7500_K562_300_150_region15,False
9476,0.999999999999994,1779,4160,65,1714,4095,1844,4225,130,130,3,4,HFE7500_K562_300_150_region15,False
9477,0.999999999999994,2713,4160,65,2648,4095,2778,4225,130,130,3,4,HFE7500_K562_300_150_region15,False
9478,0.999999999999994,2845,4160,65,2780,4095,2910,4225,130,130,3,4,HFE7500_K562_300_150_region15,False
9479,0.999999999999994,2580,4163,65,2515,4098,2645,4228,130,130,3,4,HFE7500_K562_300_150_region15,False
9480,0.999999999999994,2978,4163,65,2913,4098,3043,4228,130,130,3,4,HFE7500_K562_300_150_region15,False
9481,0.999999999999994,1918,4165,65,1853,4100,1983,4230,130,130,3,4,HFE7500_K562_300_150_region15,False
9482,0.999999999999994,3110,4165,65,3045,4100,3175,4230,130,130,3,4,HFE7500_K562_300_150_region15,False
9483,0.999999999999994,3643,4165,65,3578,4100,3708,4230,130,130,3,4,HFE7500_K562_300_150_region15,False
9484,0.999999999999994,2052,4166,65,1987,4101,2117,4231,130,130,3,4,HFE7500_K562_300_150_region15,False
9485,0.999999999999994,3511,4166,65,3446,4101,3576,4231,130,130,3,4,HFE7500_K562_300_150_region15,False
9486,0.999999999999994,3244,4167,65,3179,4102,3309,4232,130,130,3,4,HFE7500_K562_300_150_region15,False
9487,0.999999999999994,3775,4167,65,3710,4102,3840,4232,130,130,3,4,HFE7500_K562_300_150_region15,False
9488,0.999999999999994,2186,4168,65,2121,4103,2251,4233,130,130,3,4,HFE7500_K562_300_150_region15,False
9489,0.999999999999994,3378,4168,65,3313,4103,3443,4233,130,130,3,4,HFE7500_K562_300_150_region15,False
9490,0.999999999999994,3909,4168,65,3844,4103,3974,4233,130,130,3,4,HFE7500_K562_300_150_region15,False
